epoch,train_loss
1,0.27081905825776775
2,0.18690664704685292
3,0.16093981270201577
4,0.15898884264399593
5,0.15244352315953538
6,0.15101219596129647
7,0.11941597898337901
8,0.1102037071648771
9,0.1168939141036752
10,0.11545465697977185
11,0.07890665953976284
12,0.09346600382642357
13,0.10458375760164702
14,0.07316483954832396
15,0.08002276180330324
16,0.06992891163866952
17,0.06935115316477806
18,0.06931739242494023
19,0.06253387134255735
20,0.0830173147590844
21,0.05549214942822282
22,0.05458237228524541
23,0.07075093615784468
24,0.06822224794318808
25,0.04980288765838613
26,0.07201672554849471
27,0.0729288697598024
28,0.05244918044808035
29,0.05846835880802858
30,0.07795975512993453
31,0.04821156663754837
32,0.041399473946170585
33,0.07034443077326949
34,0.04220100694831048
35,0.04268263082763214
36,0.055280597224768885
37,0.06709910063974318
