epoch,train_loss,val_f1
1,0.3702448167335028,0.6088888888888889
2,0.2935813399452816,0.5821011673151751
3,0.258266564655578,0.6328195829555757
4,0.2282139082978055,0.716528162511542
5,0.20462138144677627,0.6995169082125604
6,0.20109585418555015,0.6641721234798877
7,0.1804005422354658,0.6666666666666666
8,0.16313589754232502,0.6960705693664796
9,0.16594531998552126,0.6693037974683544
10,0.15255636424397143,0.6889952153110048
11,0.13537787792783132,0.7737809752198241
12,0.12633294601321676,0.7317535545023697
13,0.12014456764719952,0.6993670886075949
14,0.0917928733245623,0.7416462917685411
15,0.11174823550428924,0.7330396475770925
16,0.12156323630691031,0.7238372093023255
17,0.08955139741587,0.7153846153846154
18,0.09161974573044028,0.7567084078711985
19,0.09101990944352643,0.6926229508196722
20,0.11546973877254574,0.7161241483724451
21,0.07019940562460614,0.7521222410865874
22,0.09255632162094116,0.785831960461285
23,0.06575122763227914,0.7893379191745485
24,0.06018823647864477,0.7269267364414843
25,0.06969068538240546,0.8233151183970856
26,0.062133934363094785,0.7658536585365854
27,0.07410623587639396,0.7011393514461
28,0.07548465545207148,0.7948003714020427
29,0.05768974753974498,0.803770351328192
30,0.05675770087788502,0.7958833619210978
31,0.032827801054693274,0.8006843455945253
32,0.03736837784317233,0.7263843648208469
33,0.057493599662307465,0.7312454479242535
34,0.04396987981609001,0.7395079594790159
35,0.04265774276635656,0.7894302229562346
36,0.052571129943047905,0.7873873873873873
37,0.034911679669186985,0.7811799850634802
