accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows,best_epoch,val_f1
0.9544072948328267,0.8269230769230769,0.671875,0.7413793103448276,0.9842025579872802,1755,27,63,129,1,56,14,7892,1974,18,0.9734513274336283
0.9837728194726166,0.9709302325581395,0.8608247422680413,0.912568306010929,0.9870351257639187,1773,5,27,167,2,56,14,7894,1972,29,0.9897959183673469
0.9816700610997964,0.8208955223880597,1.0,0.9016393442622951,0.9995350952549396,1763,36,0,165,3,56,14,7902,1964,18,0.9295039164490861
0.9914357682619648,0.9492753623188406,0.9290780141843972,0.9390681003584229,0.9960192920108921,1837,7,10,131,4,56,14,7881,1985,16,0.9754768392370572
0.9746321664129883,0.917098445595855,0.8388625592417062,0.8762376237623762,0.994398965962947,1744,16,34,177,5,56,14,7895,1971,11,0.8571428571428571
