fold,train_videos,test_videos,train_windows,test_windows,accuracy,precision,recall,f1,roc_auc
1,57,13,433,108,0.9722222222222222,1.0,0.7,0.8235294117647058,0.9928571428571429
2,56,14,436,105,0.9904761904761905,1.0,0.9,0.9473684210526315,0.9978947368421053
3,55,15,430,111,0.972972972972973,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.9936363636363637
4,57,13,430,111,0.990990990990991,1.0,0.9,0.9473684210526315,1.0
5,55,15,435,106,0.9905660377358491,0.9090909090909091,1.0,0.9523809523809523,1.0
