epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.09084833037949368,0.9916446805000305,0.965865992414665,0.8220858895705522,0.8427672955974843,0.8322981366459627,0.986586050376342,1394,29,25,134,0.001
2,0.034948408713057676,0.9997608065605164,0.9924146649810367,0.950920245398773,0.9748427672955975,0.9627329192546584,0.9970431854042084,1415,8,4,155,0.001
3,0.03998643579735996,0.9609003067016602,0.995575221238938,0.9935064935064936,0.9622641509433962,0.9776357827476039,0.9995845432406512,1422,1,6,153,0.001
4,0.03582401866538507,0.9909276962280273,0.9652338811630847,0.7795698924731183,0.9119496855345912,0.8405797101449275,0.9885417909722131,1382,41,14,145,0.001
5,0.01793875260854371,0.998384952545166,0.9962073324905183,0.9935483870967742,0.9685534591194969,0.9808917197452229,0.999858567911711,1422,1,5,154,0.001
6,0.01148410957155798,0.9999819993972778,0.9917825537294563,1.0,0.9182389937106918,0.9573770491803278,0.9983514322208816,1423,0,13,146,0.001
7,0.01138817000238388,0.9999873638153076,0.9879898862199747,1.0,0.8805031446540881,0.9364548494983278,0.9968929138104015,1423,0,19,140,0.001
8,0.010545016106193905,0.9999781847000122,0.9917825537294563,0.9932432432432432,0.9245283018867925,0.9576547231270358,0.9987447902164354,1422,1,12,147,0.001
9,0.01563610434947447,0.9985188841819763,0.995575221238938,0.9871794871794872,0.9685534591194969,0.9777777777777777,0.9997436543399763,1421,2,5,154,0.001
10,0.010028128889908646,0.9998778104782104,0.995575221238938,0.9935064935064936,0.9622641509433962,0.9776357827476039,0.9997436543399763,1422,1,6,153,0.0005
11,0.008588621602518852,0.9999978542327881,0.9962073324905183,0.9935483870967742,0.9685534591194969,0.9808917197452229,0.9998187901368798,1422,1,5,154,0.0005
12,0.00984909168790118,0.9999924898147583,0.9943109987357776,1.0,0.9433962264150944,0.970873786407767,0.9992177037616516,1423,0,9,150,0.0005
13,0.0026824702307826037,0.9999908208847046,0.9936788874841972,1.0,0.9371069182389937,0.9675324675324676,0.9993502963444225,1423,0,10,149,0.0005
14,0.0031025931660178204,0.9999959468841553,0.9936788874841972,1.0,0.9371069182389937,0.9675324675324676,0.9996729382958317,1423,0,10,149,0.0005
15,0.0022656710188627555,0.9999995231628418,0.9936788874841972,1.0,0.9371069182389937,0.9675324675324676,0.999211074132513,1423,0,10,149,0.00025
16,0.0014124688036749686,0.9999994039535522,0.9943109987357776,0.993421052631579,0.949685534591195,0.9710610932475884,0.999558024724097,1422,1,8,151,0.00025
17,0.0010498042520354855,0.9999991655349731,0.9936788874841972,0.9933774834437086,0.9433962264150944,0.967741935483871,0.999575703735133,1422,1,9,150,0.00025
18,0.0006618098058019112,0.9999996423721313,0.9949431099873578,0.9934640522875817,0.9559748427672956,0.9743589743589743,0.9996618889139341,1422,1,7,152,0.00025
19,0.0039030282614607266,0.9999996423721313,0.9936788874841972,1.0,0.9371069182389937,0.9675324675324676,0.999001135876459,1423,0,10,149,0.00025
20,0.007603583670808114,0.9999995231628418,0.9943109987357776,0.993421052631579,0.949685534591195,0.9710610932475884,0.9993414568389044,1422,1,8,151,0.000125
21,0.00047684015671913183,0.9999997615814209,0.9943109987357776,1.0,0.9433962264150944,0.970873786407767,0.9996442099028979,1423,0,9,150,0.000125
22,0.00047083541386589074,0.9999996423721313,0.9936788874841972,0.9869281045751634,0.949685534591195,0.967948717948718,0.9994431111523622,1421,2,8,151,0.000125
23,0.0006271308718534232,0.9999997615814209,0.9936788874841972,0.9869281045751634,0.949685534591195,0.967948717948718,0.9994497407815007,1421,2,8,151,0.000125
