accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos
0.9012827663134412,0.742393509127789,0.8798076923076923,0.8052805280528053,0.9627953745600806,1250,127,50,366,1,56,14
0.9421257651641625,0.8343949044585988,0.9379474940334129,0.8831460674157303,0.9901469044757198,1300,78,26,393,2,56,14
0.8061674008810573,0.5638629283489096,0.8341013824884793,0.6728624535315985,0.8898935957371604,1102,280,72,362,3,56,14
0.9645429362880886,0.9634464751958225,0.8806682577565632,0.9201995012468828,0.9785564475301944,1372,14,50,369,4,56,14
0.888327721661055,0.7711442786069652,0.7434052757793765,0.757020757020757,0.9477183088693879,1273,92,107,310,5,56,14
