epoch,train_loss
1,0.45337583246037255
2,0.34094175764692575
3,0.30770328225079435
4,0.28010661528353925
5,0.26714358711381125
6,0.27159142442542233
7,0.24880964761384544
8,0.23336352821982576
9,0.22713524852226338
10,0.21469050876229284
11,0.21441508477534676
12,0.18385671813497512
13,0.19856156479818482
14,0.17218988377282557
15,0.18815170906511247
16,0.17094793609408204
17,0.15038541321490786
18,0.16034803311276744
19,0.13553972275981582
20,0.13523224107746773
21,0.11775445746599177
22,0.15063351949634576
23,0.10362639305036347
24,0.10749411427839353
25,0.12753982919199378
26,0.1082106944819963
27,0.145586438932288
28,0.10000216144155327
29,0.0868907291361438
30,0.11128855636367575
31,0.0785320158053398
32,0.10462110416121324
