accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows
1.0,1.0,1.0,1.0,1.0,93,0,0,6,1,54,13,395,99
1.0,1.0,1.0,1.0,1.0,93,0,0,5,2,55,12,396,98
0.9797979797979798,0.8181818181818182,1.0,0.9,1.0,88,2,0,9,3,53,14,395,99
1.0,1.0,1.0,1.0,1.0,90,0,0,9,4,53,14,395,99
1.0,1.0,1.0,1.0,1.0,89,0,0,10,5,53,14,395,99
