accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows
0.9724770642201835,0.8888888888888888,0.8,0.8421052631578947,0.9000000000000001,98,1,2,8,1,56,14,432,109
0.9537037037037037,0.6923076923076923,0.9,0.782608695652174,0.9755102040816327,94,4,1,9,2,56,14,433,108
0.9444444444444444,0.6,1.0,0.75,1.0,93,6,0,9,3,56,14,433,108
0.9722222222222222,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.9962511715089035,95,2,1,10,4,56,14,433,108
0.9814814814814815,1.0,0.8181818181818182,0.9,0.9887535145267103,97,0,2,9,5,56,14,433,108
