epoch,train_loss
1,0.10305485446041755
2,0.03508363711548716
3,0.030895865624186416
4,0.01528948841270916
5,0.02668841791082456
6,0.017966438135106233
7,0.01041256358096204
8,0.015919806063954007
9,0.0250000150465546
10,0.01626362604884113
11,0.025186031935833887
12,0.014176908602815556
13,0.008335790882497144
14,0.011126304397664523
15,0.016705580741773078
16,0.010060146927106672
17,0.00942377045753863
18,0.008024726036030683
19,0.006747012024080926
20,0.005277399081357135
21,0.00784702309183387
22,0.007557422339604707
23,0.012517842241093997
24,0.010888492928668596
25,0.007591051886552614
26,0.04518985606671574
27,0.021606806425421534
28,0.009729999982101278
29,0.007545550757443503
30,0.005478562850834484
