epoch,train_loss
1,0.6270899049860141
2,0.5377735923731691
3,0.5184103418085292
4,0.5008801226302366
5,0.47543044727161743
6,0.44464415138625524
7,0.438512921333313
8,0.4326339528830531
9,0.4257072004989205
10,0.39546456747820685
11,0.43572995896292566
12,0.39875401962432117
13,0.40102445369484363
14,0.37381968772627583
15,0.362559423716548
16,0.37179328326535055
17,0.35212398536420725
18,0.3380929605724389
19,0.3367314485393197
20,0.3227995044539589
21,0.3296850381239493
22,0.33392444696448814
23,0.3108833622203644
24,0.28342482152804455
25,0.2801716678647896
26,0.25843302323428186
27,0.4035840488727516
28,0.3023372862686997
29,0.2820123270289146
30,0.37955934393914464
31,0.31661206437791
32,0.28709484542180996
33,0.24633140935567868
34,0.3697247023365423
35,0.2564136015716158
36,0.28446117426911016
37,0.2474807311634029
38,0.23164714797755637
39,0.2262959221204656
40,0.24478374472933456
41,0.2370908818200486
42,0.20886154081903932
43,0.2655372990431063
44,0.2098038893920045
45,0.22824344083011092
