accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows
0.98989898989899,1.0,0.8333333333333334,0.9090909090909091,1.0,93,0,1,5,1,54,13,395,99
0.9387755102040817,0.45454545454545453,1.0,0.625,0.9978494623655914,87,6,0,5,2,55,12,396,98
0.9595959595959596,0.8571428571428571,0.6666666666666666,0.75,0.9925925925925926,89,1,3,6,3,53,14,395,99
0.9797979797979798,1.0,0.7777777777777778,0.875,0.9925925925925926,90,0,2,7,4,53,14,395,99
0.9797979797979798,0.8333333333333334,1.0,0.9090909090909091,1.0,87,2,0,10,5,53,14,395,99
