epoch,train_loss,val_f1
1,0.34283957087467143,0.6
2,0.06320501802847589,0.6666666666666666
3,0.024834423352397203,0.6666666666666666
4,0.026977836833062232,0.75
5,0.02149469131010376,0.8571428571428571
6,0.0063583865432709176,0.6666666666666666
7,0.023141606870600923,0.75
8,0.026213073306819806,1.0
9,0.007593399853877465,1.0
10,0.01740548619192552,1.0
11,0.003148213736213485,1.0
12,0.010153769423277339,1.0
13,0.0009048315212004767,1.0
14,0.003186114822472673,1.0
15,0.00012364015906787704,1.0
16,0.0011398387573033641,1.0
17,0.00022506544659858384,1.0
18,0.0016421741347011525,1.0
19,0.000289448669598194,1.0
20,0.00033310247889160963,1.0
21,0.0037298363183170765,1.0
22,0.00020205975350063023,1.0
23,4.8759793445423146e-05,1.0
24,0.0002471966291646501,1.0
25,0.0003584876442889839,1.0
26,0.0016431882828064571,1.0
27,0.0003115619037539789,1.0
28,0.00013010118849654843,1.0
29,1.3527487396375834e-05,1.0
30,1.350414287028795e-05,1.0
31,8.473935478792406e-05,1.0
32,0.001651330479674898,1.0
33,0.0007123451719512315,1.0
34,7.827573833026415e-05,1.0
35,0.0012331976990242741,1.0
36,9.895996463283814e-05,0.8
37,1.6079887366224388e-05,0.8
38,2.9994287271120907e-05,0.8
39,0.0002739954871646856,0.8
40,0.0002755083174671208,0.8
41,0.0001433382556861206,0.8
42,3.968269787493752e-05,0.8
