epoch,train_loss,val_f1
1,0.18771028977726403,0.35858585858585856
2,0.10305526041969985,0.3684210526315789
3,0.08195719254696615,0.2730627306273063
4,0.084835303053416,0.4528301886792453
5,0.051805069901691925,0.4032258064516129
6,0.04965751176492457,0.519298245614035
7,0.04747138626110999,0.38650306748466257
8,0.025573803251462822,0.48
9,0.027109403620632053,0.42911877394636017
10,0.040559832585069254,0.45652173913043476
11,0.02518178303853696,0.48717948717948717
12,0.0510765293254356,0.44274809160305345
13,0.053415214310755084,0.3961661341853035
14,0.03151421134961607,0.42142857142857143
15,0.033969847145107514,0.4460431654676259
16,0.03331283539842402,0.4714285714285714
17,0.030832319378727116,0.4525993883792049
18,0.02634306128585397,0.4931506849315068
