epoch,train_loss,val_f1
1,0.13646024986034583,0.46116504854368934
2,0.06858353610070818,0.6299559471365639
3,0.05019415791239248,0.5924050632911393
4,0.034171365527419874,0.6275395033860045
5,0.028129038455862086,0.5882352941176471
6,0.04735022879111633,0.5885714285714285
7,0.018566859986810673,0.7035175879396985
8,0.016812428263489863,0.584
9,0.06435466300653181,0.651270207852194
10,0.02970867602413523,0.5463659147869674
11,0.0382055015787972,0.6233062330623306
12,0.015457514862753086,0.5994550408719346
13,0.012213258763093409,0.7035175879396985
14,0.015137039626155382,0.7581227436823105
15,0.016854711119515958,0.7861635220125787
16,0.009815090686469925,0.8403908794788274
17,0.009251230366024689,0.8706624605678234
18,0.008626653399309602,0.8408408408408409
19,0.00853687507263092,0.8888888888888888
20,0.0104593508423231,0.7744107744107744
21,0.009266399171352116,0.8435374149659864
22,0.008854138400629352,0.6683673469387755
23,0.01309140922360345,0.6229508196721312
24,0.05254890933186689,0.5472636815920398
25,0.04148095069603001,0.5969498910675382
26,0.048212405433335465,0.5531062124248497
27,0.03026032067161643,0.7718120805369127
28,0.012335366123284147,0.8643533123028391
29,0.017708004044716518,0.691358024691358
30,0.015479885860178257,0.5660377358490566
31,0.008547710569555783,0.6306818181818182
