epoch,train_loss,val_f1
1,0.20814670478253075,0.6290909090909091
2,0.1208130053188772,0.6563706563706564
3,0.08270410254131434,0.6573705179282868
4,0.09763337185758844,0.6424474187380497
5,0.05004951265635842,0.6311787072243346
6,0.031391761488568766,0.6825396825396826
7,0.038336625520254054,0.7
8,0.037512198447785146,0.6837944664031621
9,0.0220146912851056,0.6707070707070707
10,0.030453868455582407,0.6666666666666666
11,0.01284515332628684,0.6905263157894737
12,0.014758402628987572,0.7012448132780082
13,0.012857385632739858,0.6995884773662552
14,0.02264376715272922,0.6577437858508605
15,0.018095249028089296,0.6680080482897385
16,0.015370596535310414,0.6816326530612244
17,0.019407119669692063,0.6858316221765913
18,0.02904920686321555,0.6666666666666666
19,0.029580302359537916,0.6514285714285715
20,0.017500615334693832,0.6923076923076923
21,0.010687163821593588,0.7014613778705637
22,0.030042987170296437,0.6854838709677419
23,0.013811174316968503,0.6529850746268657
24,0.013413565266157015,0.6627450980392157
25,0.007630860697269,0.6818181818181818
26,0.016216608326884097,0.7342342342342343
27,0.0119496059533193,0.704
28,0.007733633020492032,0.6846473029045643
29,0.008430436953289301,0.6693711967545639
30,0.017546167164146104,0.6816326530612244
31,0.012721137806526618,0.6859504132231405
32,0.005763320743119737,0.6858316221765913
33,0.013078888713057343,0.6875
34,0.0033774365536560816,0.692144373673036
35,0.004032613546357184,0.6778947368421052
36,0.013570464940702305,0.6776180698151951
37,0.017136737968629634,0.6434108527131783
38,0.03237911198239418,0.6940451745379876
