epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.1405093164593347,0.9658876657485962,0.9924346629986245,0.9683544303797469,0.9622641509433962,0.9652996845425867,0.9995386221801317,1290,5,6,153,0.001
2,0.05789035103554206,0.9977752566337585,0.9951856946354883,1.0,0.9559748427672956,0.977491961414791,0.9994074937471162,1295,0,7,152,0.001
3,0.06619576925059473,0.9960746765136719,0.9951856946354883,0.9810126582278481,0.9748427672955975,0.9779179810725552,0.9997134600908186,1292,3,4,155,0.001
4,0.031445672996159316,0.9998555183410645,0.9800550206327373,1.0,0.8176100628930818,0.8996539792387543,0.9960564337922828,1295,0,29,130,0.001
5,0.0331947968710739,0.9978703260421753,0.9876203576341128,1.0,0.8867924528301887,0.94,0.9976688278575072,1295,0,18,141,0.001
6,0.02493784311429962,0.999229907989502,0.9917469050894085,0.9932885906040269,0.9308176100628931,0.961038961038961,0.9984021757606663,1294,1,11,148,0.001
7,0.029597625728411833,0.9879647493362427,0.9752407152682255,0.8435754189944135,0.949685534591195,0.893491124260355,0.993878244821641,1267,28,8,151,0.0005
8,0.01709865169496136,0.9999904632568359,0.9800550206327373,1.0,0.8176100628930818,0.8996539792387543,0.9962458415288604,1295,0,29,130,0.0005
9,0.009978911307801036,0.9999059438705444,0.9807427785419532,1.0,0.8238993710691824,0.903448275862069,0.9956387654500862,1295,0,28,131,0.0005
10,0.008631183789462716,0.9999940395355225,0.9814305364511692,1.0,0.8301886792452831,0.9072164948453608,0.9962604113547511,1295,0,27,132,0.0005
11,0.007149882446326721,0.9999970197677612,0.9821182943603851,1.0,0.8364779874213837,0.910958904109589,0.9965809475243438,1295,0,26,133,0.0005
12,0.009450867654860452,0.999983549118042,0.9876203576341128,1.0,0.8867924528301887,0.94,0.9975182729899712,1295,0,18,141,0.00025
13,0.007408766563835476,0.9999973773956299,0.9896836313617606,1.0,0.9056603773584906,0.9504950495049505,0.997843665768194,1295,0,15,144,0.00025
14,0.0033156361486111293,0.9999959468841553,0.9910591471801926,1.0,0.9182389937106918,0.9573770491803278,0.9980476433306622,1295,0,13,146,0.00025
