epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.14543770484321664,0.998492956161499,0.9809590973201693,1.0,0.7631578947368421,0.8656716417910447,0.9822745129695405,1304,0,27,87,0.001
2,0.055019624581980064,0.9542896747589111,0.8949224259520452,0.425531914893617,0.8771929824561403,0.5730659025787965,0.9475365945538693,1169,135,14,100,0.001
3,0.03644271927861011,0.9137586951255798,0.9019746121297603,0.4493927125506073,0.9736842105263158,0.6149584487534626,0.965699332687547,1168,136,3,111,0.001
4,0.03812308813717935,0.7787865996360779,0.9012693935119888,0.44672131147540983,0.956140350877193,0.6089385474860335,0.947556775374018,1169,135,5,109,0.001
5,0.02496873670333745,0.3635295033454895,0.9005641748942173,0.4448979591836735,0.956140350877193,0.6072423398328691,0.9517207512646648,1168,136,5,109,0.001
6,0.029287106130253746,0.9904555678367615,0.8928067700987306,0.4095238095238095,0.7543859649122807,0.5308641975308642,0.9263635507480358,1180,124,28,86,0.0005
7,0.013278357802995093,0.9122570753097534,0.8991537376586742,0.4403292181069959,0.9385964912280702,0.5994397759103641,0.9500726509525348,1168,136,7,107,0.0005
8,0.007531792762014708,0.9316262006759644,0.8977433004231312,0.43621399176954734,0.9298245614035088,0.5938375350140056,0.9441731245291142,1167,137,8,106,0.0005
9,0.0070855489941269315,0.9229982495307922,0.8984485190409027,0.4375,0.9210526315789473,0.5932203389830508,0.9468538101388441,1169,135,9,105,0.0005
10,0.004762744231854706,0.9336668252944946,0.8984485190409027,0.4385245901639344,0.9385964912280702,0.5977653631284916,0.9550943116994941,1167,137,7,107,0.0005
11,0.018140725557295612,0.977268397808075,0.9005641748942173,0.4444444444444444,0.9473684210526315,0.6050420168067226,0.9522219082983533,1169,135,6,108,0.00025
12,0.0072680809113631764,0.9217289090156555,0.8991537376586742,0.43983402489626555,0.9298245614035088,0.5971830985915493,0.9471329781508987,1169,135,8,106,0.00025
13,0.00632774169923417,0.9315369129180908,0.8970380818053597,0.4327731092436975,0.9035087719298246,0.5852272727272727,0.9473919653428049,1169,135,11,103,0.00025
