epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.12261286770547986,0.9992340803146362,0.9616189811584089,0.8852459016393442,0.7248322147651006,0.7970479704797048,0.9716646804240104,1270,14,41,108,0.001
2,0.06111501434442267,0.9983587861061096,0.9197487787857641,0.5955056179775281,0.7114093959731543,0.6483180428134556,0.9544366388592695,1212,72,43,106,0.001
3,0.027079130938287677,0.9889320135116577,0.9706908583391486,0.8451612903225807,0.8791946308724832,0.8618421052631579,0.9747642643584435,1260,24,18,131,0.001
4,0.02927556311343811,0.9624818563461304,0.9685973482205164,0.7954545454545454,0.9395973154362416,0.8615384615384616,0.9821368834807335,1248,36,9,140,0.001
5,0.025650219466656937,0.9997619986534119,0.9776692254012561,0.9834710743801653,0.7986577181208053,0.8814814814814815,0.9853174852077191,1282,2,30,119,0.001
6,0.03107587702654092,0.9997491240501404,0.95324494068388,0.7887323943661971,0.7516778523489933,0.7697594501718213,0.9670858684061971,1254,30,37,112,0.001
7,0.02634957440337604,0.9998284578323364,0.8799720865317515,0.45188284518828453,0.7248322147651006,0.5567010309278351,0.9459297706412427,1153,131,41,108,0.001
8,0.029635764144617934,0.9999481439590454,0.9713886950453594,1.0,0.7248322147651006,0.8404669260700389,0.9868176211085324,1284,0,41,108,0.001
9,0.01304771297698111,0.8294317126274109,0.9881367759944173,0.9852941176470589,0.8993288590604027,0.9403508771929825,0.9887568211754375,1282,2,15,134,0.001
10,0.024987081808788367,0.9998613595962524,0.9706908583391486,0.9908256880733946,0.7248322147651006,0.8372093023255814,0.9840107466181605,1283,1,41,108,0.001
11,0.008631768529123741,0.5732302069664001,0.9769713886950454,0.8452380952380952,0.9530201342281879,0.8958990536277602,0.9913807522632713,1258,26,7,142,0.001
12,0.01483827296802427,0.6858568787574768,0.9218422889043963,0.5787234042553191,0.912751677852349,0.7083333333333334,0.950683685630057,1185,99,13,136,0.001
13,0.0068068678526865345,0.791022002696991,0.9713886950453594,0.8253012048192772,0.9194630872483222,0.8698412698412699,0.9803910807250831,1255,29,12,137,0.001
14,0.015262097381162708,0.583328902721405,0.9769713886950454,0.8372093023255814,0.9664429530201343,0.897196261682243,0.9912840536076439,1256,28,5,144,0.0005
15,0.00768495798435757,0.15668106079101562,0.9762735519888346,0.8323699421965318,0.9664429530201343,0.8944099378881988,0.9915898304376005,1255,29,5,144,0.0005
16,0.012052187374385884,0.9104165434837341,0.9741800418702024,0.8294117647058824,0.9463087248322147,0.8840125391849529,0.990149804511907,1255,29,8,141,0.0005
17,0.0038691086129592593,0.9999986886978149,0.9685973482205164,0.9905660377358491,0.7046979865771812,0.8235294117647058,0.9747355161094733,1283,1,44,105,0.0005
18,0.005828879777793307,0.9524876475334167,0.9748778785764132,0.834319526627219,0.9463087248322147,0.8867924528301887,0.9907901064207907,1256,28,8,141,0.0005
19,0.0032805236631574604,0.9999977350234985,0.9630146545708305,0.8870967741935484,0.738255033557047,0.8058608058608059,0.9772444542014259,1270,14,39,110,0.00025
20,0.0030655985165516987,0.9999985694885254,0.9699930216329379,0.9907407407407407,0.7181208053691275,0.8326848249027238,0.9792829664011374,1283,1,42,107,0.00025
21,0.00342407983843763,0.9999982118606567,0.9651081646894627,0.889763779527559,0.7583892617449665,0.8188405797101449,0.9832449978046791,1270,14,36,113,0.00025
