epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.1487883754047913,0.9988443851470947,0.8881167477414872,0.5407725321888412,0.7,0.6101694915254238,0.9224472685552908,1152,107,54,126,0.001
2,0.053589311424954274,0.9993718266487122,0.9645587213342599,0.8862275449101796,0.8222222222222222,0.8530259365994236,0.975750154443562,1240,19,32,148,0.001
3,0.06151798216743581,0.9989608526229858,0.9645587213342599,0.9448275862068966,0.7611111111111111,0.8430769230769231,0.9561777424763922,1251,8,43,137,0.001
4,0.03380213897733148,0.9999297857284546,0.9027102154273802,0.588495575221239,0.7388888888888889,0.6551724137931034,0.9331524137322389,1166,93,47,133,0.001
5,0.02670461128325702,0.9999154806137085,0.9589993050729674,0.9006622516556292,0.7555555555555555,0.8217522658610272,0.9336709028329363,1244,15,44,136,0.001
6,0.02158486888851269,0.999980092048645,0.9631688672689368,0.8802395209580839,0.8166666666666667,0.8472622478386167,0.9399832318418497,1239,20,33,147,0.001
7,0.02914919546935535,0.9999938011169434,0.9527449617790132,0.8835616438356164,0.7166666666666667,0.7914110429447853,0.9538456446915542,1242,17,51,129,0.0005
8,0.009099491212701044,0.9999337196350098,0.9603891591382905,0.8867924528301887,0.7833333333333333,0.831858407079646,0.9336047127349749,1241,18,39,141,0.0005
9,0.008078750091735691,0.9999938011169434,0.9645587213342599,0.9328859060402684,0.7722222222222223,0.8449848024316109,0.9360360956667549,1249,10,41,139,0.0005
10,0.013960626492748793,0.9999960660934448,0.9652536483669215,0.9113924050632911,0.8,0.8520710059171598,0.9460815462006883,1245,14,36,144,0.0005
11,0.011939241772984605,0.9999970197677612,0.9638637943015983,0.8950617283950617,0.8055555555555556,0.847953216374269,0.9485769128938311,1242,17,35,145,0.0005
12,0.009520819658135405,0.9999974966049194,0.9701181375955524,0.9790209790209791,0.7777777777777778,0.8668730650154799,0.9425469949695526,1256,3,40,140,0.0005
13,0.010084582358368744,0.999998927116394,0.9610840861709521,0.9025974025974026,0.7722222222222223,0.8323353293413174,0.9511781837437119,1244,15,41,139,0.0005
14,0.0044980275976957826,0.999998927116394,0.965948575399583,0.901840490797546,0.8166666666666667,0.8571428571428571,0.9425381696231578,1243,16,33,147,0.0005
15,0.014697105889002972,0.9999995231628418,0.9638637943015983,0.9102564102564102,0.7888888888888889,0.8452380952380952,0.9569190715735593,1245,14,38,142,0.0005
16,0.007037955755420708,0.9999991655349731,0.9701181375955524,0.9363057324840764,0.8166666666666667,0.8724035608308606,0.9515775306680788,1249,10,33,147,0.0005
17,0.006250938633183454,0.9999996423721313,0.9666435024322446,0.9177215189873418,0.8055555555555556,0.8579881656804734,0.9459866737269438,1246,13,35,145,0.00025
18,0.007316359473654256,0.9999996423721313,0.9638637943015983,0.8950617283950617,0.8055555555555556,0.847953216374269,0.9427257082340482,1242,17,35,145,0.00025
19,0.004394622128464343,0.9999997615814209,0.9638637943015983,0.9324324324324325,0.7666666666666667,0.8414634146341463,0.9410400670726327,1249,10,42,138,0.00025
20,0.00411333983084052,0.9999996423721313,0.9186935371785963,0.6296296296296297,0.85,0.723404255319149,0.9412187803371284,1169,90,27,153,0.00025
21,0.002845830778251703,0.9999998807907104,0.9589993050729674,0.9481481481481482,0.7111111111111111,0.8126984126984127,0.9421675050745741,1252,7,52,128,0.00025
22,0.0017223569871842573,0.9999998807907104,0.9520500347463516,0.8171428571428572,0.7944444444444444,0.8056338028169014,0.9363846968493512,1227,32,37,143,0.000125
23,0.001822614952900216,0.9999998807907104,0.9457956914523975,0.7684210526315789,0.8111111111111111,0.7891891891891892,0.9326846703733123,1215,44,34,146,0.000125
24,0.001455816150074002,0.9999998807907104,0.9152189020152884,0.6239316239316239,0.8111111111111111,0.7053140096618358,0.9182044832759686,1171,88,34,146,0.000125
25,0.0014250590394136776,0.9999998807907104,0.9492703266157053,0.7891891891891892,0.8111111111111111,0.8,0.933229635513194,1220,39,34,146,0.000125
26,0.001049010447812114,0.9999998807907104,0.9444058373870744,0.7659574468085106,0.8,0.782608695652174,0.9308909187185597,1215,44,36,144,0.000125
27,0.0009442534397532575,0.9999998807907104,0.9444058373870744,0.7659574468085106,0.8,0.782608695652174,0.9309990292118966,1215,44,36,144,6.25e-05
28,0.0008281225986396266,0.9999998807907104,0.9152189020152884,0.6239316239316239,0.8111111111111111,0.7053140096618358,0.9201041390874591,1171,88,34,146,6.25e-05
