fold,train_videos,test_videos,train_windows,test_windows,accuracy,precision,recall,f1,roc_auc
1,56,14,7200,1793,0.8672615727830452,0.6831275720164609,0.7980769230769231,0.7361419068736141,0.9254231607172783
2,56,14,7196,1797,0.9827490261547023,0.9825870646766169,0.9427207637231504,0.9622411693057247,0.9940160933316244
3,56,14,7177,1816,0.9273127753303965,0.8932291666666666,0.7903225806451613,0.8386308068459658,0.9385316145037914
4,56,14,7188,1805,0.9246537396121883,0.8546365914786967,0.8138424821002387,0.8337408312958435,0.975895160262702
5,56,14,7211,1782,0.8765432098765432,0.7774647887323943,0.6618705035971223,0.7150259067357513,0.9162217478764241
