accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows,best_epoch,val_f1
0.8120468488566648,0.5975308641975309,0.5817307692307693,0.5895249695493301,0.7912616613597006,1214,163,174,242,1,56,14,7200,1793,11,0.8383233532934131
0.8274902615470228,0.6187363834422658,0.6778042959427207,0.6469248291571754,0.7442646289631474,1203,175,135,284,2,56,14,7196,1797,8,0.7280334728033473
0.8634361233480177,0.6781609195402298,0.815668202764977,0.7405857740585774,0.9003381194688791,1214,168,80,354,3,56,14,7177,1816,4,0.7276264591439688
0.9268698060941828,0.8112798264642083,0.8926014319809069,0.85,0.9282468393446913,1299,87,45,374,4,56,14,7188,1805,25,0.8026143790849674
0.8709315375982043,0.891213389121339,0.5107913669064749,0.649390243902439,0.7909452657654096,1339,26,204,213,5,56,14,7211,1782,14,0.8618618618618619
