epoch,train_loss
1,0.39204146370601434
2,0.23460622520700064
3,0.14980815724398744
4,0.12224736303848152
5,0.10276926059370503
6,0.07677556500355036
7,0.054443001446010886
8,0.062485977331946406
9,0.04325275455534837
10,0.02757124732276446
11,0.029014851192472713
12,0.019803632850872728
13,0.04451182583996523
14,0.03203127386938892
15,0.03984898437184495
16,0.044885764462017294
17,0.02022888504966715
18,0.03332508312576982
19,0.04890936206140089
20,0.02769929698644761
21,0.014287869486845944
22,0.03283962252384211
23,0.01794548483251424
24,0.009683847664500528
25,0.021175710057439692
26,0.0077683447363332565
27,0.005966161125539598
28,0.01089682911176398
29,0.006422530425234975
30,0.016602014366743814
