rank,feature,importance
751,t04_kp24_x,0.00003075
752,t02_kp12_y,0.00003065
753,t11_kp07_y,0.00003055
754,t07_kp27_y,0.00003052
755,t10_kp28_x,0.00003050
756,t11_kp13_x,0.00003040
757,t07_kp22_y,0.00003031
758,t13_kp24_x,0.00003028
759,t08_kp27_x,0.00003021
760,t06_kp32_x,0.00003015
761,t10_kp09_y,0.00003004
762,t09_kp32_x,0.00003000
763,t06_kp30_y,0.00002998
764,t03_kp21_y,0.00002968
765,t06_kp28_y,0.00002947
766,t02_kp24_y,0.00002920
767,t11_kp29_x,0.00002919
768,t09_kp05_y,0.00002890
769,t06_kp26_y,0.00002886
770,t04_kp02_y,0.00002864
771,t01_kp12_x,0.00002848
772,t11_kp31_x,0.00002790
773,t06_kp27_y,0.00002785
774,t06_kp07_y,0.00002783
775,t10_kp12_y,0.00002779
776,t11_kp10_y,0.00002778
777,t04_kp07_x,0.00002769
778,t08_kp21_y,0.00002765
779,t14_kp29_y,0.00002732
780,t00_kp23_x,0.00002729
781,t05_kp10_x,0.00002724
782,t02_kp07_x,0.00002705
783,t03_kp25_x,0.00002693
784,t01_kp28_x,0.00002687
785,t06_kp01_y,0.00002683
786,t09_kp02_y,0.00002654
787,t09_kp09_y,0.00002653
788,t09_kp10_x,0.00002647
789,t01_kp08_x,0.00002637
790,t07_kp05_y,0.00002636
791,t06_kp31_y,0.00002620
792,t08_kp18_y,0.00002614
793,t09_kp23_y,0.00002607
794,t01_kp15_y,0.00002604
795,t09_kp07_y,0.00002581
796,t04_kp30_y,0.00002562
797,t00_kp02_x,0.00002552
798,t02_kp02_x,0.00002552
799,t09_kp29_y,0.00002541
800,t06_kp24_x,0.00002521
801,t12_kp31_x,0.00002518
802,t09_kp08_y,0.00002495
803,t09_kp24_y,0.00002477
804,t06_kp21_y,0.00002470
805,t08_kp03_x,0.00002461
806,t01_kp07_y,0.00002461
807,t06_kp19_y,0.00002449
808,t13_kp29_y,0.00002445
809,t11_kp14_x,0.00002421
810,t07_kp16_y,0.00002404
811,t09_kp12_y,0.00002395
812,t01_kp32_y,0.00002392
813,t10_kp03_x,0.00002392
814,t04_kp19_y,0.00002388
815,t04_kp04_x,0.00002380
816,t02_kp09_x,0.00002370
817,t08_kp28_x,0.00002369
818,t14_kp31_x,0.00002365
819,t11_kp24_y,0.00002357
820,t05_kp06_y,0.00002343
