accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows,best_epoch,val_f1
0.7947573898494144,0.546692607003891,0.6754807692307693,0.6043010752688172,0.8121176889559243,1144,233,135,281,1,56,14,7200,1793,24,0.9077155824508321
0.8486366165831942,0.6534446764091858,0.747016706443914,0.6971046770601337,0.9022726721650485,1212,166,106,313,2,56,14,7196,1797,15,0.8149405772495756
0.8149779735682819,0.5968379446640316,0.695852534562212,0.6425531914893617,0.9153450885979713,1178,204,132,302,3,56,14,7177,1816,1,0.5741935483870968
0.845983379501385,0.6146341463414634,0.9021479713603818,0.7311411992263056,0.9291577555300705,1149,237,41,378,4,56,14,7188,1805,13,0.8467650397275823
0.9231200897867564,0.8825136612021858,0.7745803357314148,0.8250319284802043,0.8823332542757003,1322,43,94,323,5,56,14,7211,1782,29,0.9546099290780142
