seed,window_accuracy,window_precision,window_recall,window_f1,window_roc_auc,window_tn,window_fp,window_fn,window_tp,video_accuracy,video_precision,video_recall,video_f1,video_roc_auc,video_tn,video_fp,video_fn,video_tp
42,0.9796672828096118,0.9545454545454546,0.8235294117647058,0.8842105263157894,0.9727090836334533,488,2,9,42,0.8,1.0,0.5333333333333333,0.6956521739130435,0.9791666666666667,40,0,14,16
