rank,feature,importance
454,t00_kp05_y,0.00042916
455,t25_kp05_y,0.00042669
456,t50_kp02_x,0.00042632
457,t21_kp06_y,0.00042317
458,t09_kp16_y,0.00041924
459,t04_kp17_y,0.00041656
460,t49_kp23_y,0.00041417
461,t59_kp19_y,0.00040819
462,t08_kp20_x,0.00040136
463,t16_kp10_y,0.00039939
464,t59_kp12_x,0.00039933
465,t08_kp29_x,0.00039811
466,t55_kp03_x,0.00039713
467,t20_kp11_y,0.00039653
468,t44_kp23_y,0.00039640
469,t48_kp23_x,0.00039172
470,t45_kp13_x,0.00039149
471,t25_kp01_y,0.00039039
472,t00_kp09_y,0.00038967
473,t57_kp15_x,0.00038698
474,t44_kp04_x,0.00037934
475,t54_kp19_y,0.00037722
476,t37_kp17_x,0.00037551
477,t58_kp32_x,0.00037197
478,t58_kp12_x,0.00037079
479,t41_kp21_x,0.00037061
480,t14_kp17_y,0.00037051
481,t41_kp19_x,0.00036818
482,t14_kp19_x,0.00035868
483,t54_kp11_x,0.00035822
484,t52_kp22_x,0.00035429
485,t49_kp10_x,0.00035255
486,t37_kp27_x,0.00034799
487,t11_kp17_y,0.00034681
488,t12_kp12_x,0.00034629
489,t21_kp09_y,0.00033676
490,t47_kp30_x,0.00033315
491,t58_kp13_x,0.00033288
492,t10_kp03_x,0.00033157
493,t36_kp24_y,0.00032754
494,t16_kp21_x,0.00032642
495,t57_kp21_x,0.00032479
496,t22_kp00_y,0.00032379
497,t50_kp17_x,0.00032298
498,t53_kp12_y,0.00031943
499,t51_kp21_y,0.00031292
500,t51_kp20_x,0.00031159
501,t54_kp09_x,0.00031104
502,t53_kp21_y,0.00030821
503,t57_kp06_x,0.00030570
504,t53_kp08_x,0.00030435
505,t49_kp09_x,0.00029879
506,t12_kp27_x,0.00029675
507,t09_kp24_x,0.00029386
508,t55_kp12_x,0.00029290
509,t58_kp09_x,0.00028601
510,t53_kp12_x,0.00028325
511,t52_kp11_x,0.00028303
512,t59_kp10_x,0.00027979
513,t55_kp19_x,0.00027744
514,t56_kp08_x,0.00027542
515,t35_kp30_x,0.00027223
516,t27_kp15_x,0.00027155
517,t49_kp17_x,0.00027081
518,t50_kp17_y,0.00026940
519,t43_kp17_x,0.00026055
520,t46_kp12_x,0.00025909
521,t48_kp08_x,0.00025550
522,t05_kp16_x,0.00025421
523,t58_kp15_x,0.00025158
