accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos
0.7384272169548243,0.45119705340699817,0.5889423076923077,0.5109489051094891,0.7598074129936876,1079,298,171,245,1,56,14
0.6772398441847524,0.40024783147459725,0.7708830548926014,0.5269168026101142,0.8060781250541235,894,484,96,323,2,56,14
0.7692731277533039,0.5358851674641149,0.25806451612903225,0.3483670295489891,0.6939268541551349,1285,97,322,112,3,56,14
0.8227146814404432,0.632,0.5656324582338902,0.5969773299748111,0.8221836503459415,1248,138,182,237,4,56,14
0.7592592592592593,0.487012987012987,0.539568345323741,0.5119453924914675,0.7577357893904656,1128,237,192,225,5,56,14
