epoch,train_loss
1,0.42094051574699376
2,0.3075158197434707
3,0.2918757498680474
4,0.2602225933935988
5,0.23841190195079456
6,0.23227475517747873
7,0.2251386892932896
8,0.20853206362893265
9,0.18044238461730658
10,0.1949304881822503
11,0.18098660716733334
12,0.16573166500775055
13,0.14865280190236616
14,0.16443236534909483
15,0.14873608412813777
16,0.14350205304308866
17,0.12388494185326944
18,0.131416416502182
19,0.11713510374318328
20,0.12401141118089823
21,0.12216340470197501
22,0.11129478179601125
23,0.11581147202419181
24,0.11536931001114209
25,0.10469401448439669
26,0.11045217543461962
27,0.09906080102479402
28,0.10542536423138286
29,0.0997531921592219
30,0.08592442732754958
31,0.08533011929311352
32,0.09672398919031235
33,0.07984833854958896
34,0.06943167641896772
35,0.09384404777762652
36,0.08755830586084022
37,0.07415852167829416
38,0.07808557645118472
39,0.05765323788493346
40,0.0444583955961677
41,0.07285433804766216
42,0.07293838482082858
43,0.06335224223611391
44,0.07009528495461076
45,0.06447108909923392
46,0.0527474133931471
47,0.051499546833237514
