seed,fold,best_epoch,val_threshold,val_accuracy,best_val_accuracy,best_val_precision,best_val_recall,best_val_f1,best_val_roc_auc,best_val_tn,best_val_fp,best_val_fn,best_val_tp,train_seconds,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
42,1,8,0.0716930404305458,0.9968193384223919,0.9968193384223919,0.990990990990991,0.9649122807017544,0.9777777777777777,0.9996871465357495,1457,1,4,110,270.74239020899404,0.9493414387031408,0.7804878048780488,0.6666666666666666,0.7191011235955056,0.9836296997755332,1746,36,64,128
42,2,6,0.9865921139717102,0.9974226804123711,0.9974226804123711,1.0,0.979381443298969,0.9895833333333334,0.9998861272641696,1358,0,4,190,225.22625964297913,0.9741379310344828,1.0,0.7371134020618557,0.8486646884272997,0.948340542483736,1778,0,51,143
42,3,48,3.413407057450968e-06,0.9886649874055415,0.9886649874055415,0.9639175257731959,0.9444444444444444,0.9540816326530612,0.9971913378388199,1383,7,11,187,778.850148876023,0.9796334012219959,0.8048780487804879,1.0,0.8918918918918919,0.999410446881264,1759,40,0,165
42,4,2,0.8693387508392334,0.9898283534647171,0.9898283534647171,0.9712643678160919,0.9388888888888889,0.9548022598870056,0.9990547977985164,1388,5,11,169,182.85724897898035,0.9914357682619648,0.9696969696969697,0.9078014184397163,0.9377289377289377,0.9989230934908694,1840,4,13,128
42,5,11,0.9999978542327881,0.9962073324905183,0.9962073324905183,0.9935483870967742,0.9685534591194969,0.9808917197452229,0.9998187901368798,1422,1,5,154,298.9669162580394,0.9553526128868595,0.984251968503937,0.5924170616113744,0.7396449704142012,0.9050274666092202,1758,2,86,125
