accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos
0.9069252077562326,0.45864661654135336,0.8356164383561644,0.5922330097087378,0.9505912127292395,1515,144,24,122,1,56,14
0.9759507829977628,0.9534883720930233,0.76875,0.8512110726643599,0.9921414312039312,1622,6,37,123,2,56,14
0.9337047353760446,0.6443514644351465,0.8191489361702128,0.7213114754098361,0.9004951740391107,1522,85,34,154,3,56,14
0.9048423423423423,0.5159574468085106,0.5542857142857143,0.5344352617079889,0.8937717497992326,1510,91,78,97,4,56,14
0.914396887159533,0.6388888888888888,0.6448598130841121,0.641860465116279,0.9281523629823991,1507,78,76,138,5,56,14
