rank,feature,importance
337,t25_kp25_x,0.00053567
338,t25_kp32_y,0.00053561
339,t23_kp12_y,0.00053378
340,t19_kp17_x,0.00053140
341,t14_kp21_y,0.00052862
342,t23_kp20_x,0.00052844
343,t24_kp08_y,0.00052792
344,t29_kp31_y,0.00052643
345,t18_kp21_y,0.00052202
346,t23_kp24_y,0.00051947
347,t21_kp21_y,0.00051910
348,t26_kp23_x,0.00051826
349,t19_kp06_y,0.00051825
350,t26_kp32_y,0.00051769
351,t23_kp23_y,0.00051587
352,t24_kp30_y,0.00051254
353,t22_kp23_y,0.00050959
354,t28_kp08_y,0.00050814
355,t17_kp22_x,0.00050724
356,t18_kp27_x,0.00050629
357,t24_kp24_y,0.00050626
358,t27_kp07_y,0.00050571
359,t23_kp31_x,0.00050300
360,t28_kp25_x,0.00050142
361,t29_kp28_y,0.00050044
362,t22_kp17_x,0.00050002
363,t11_kp21_y,0.00049979
364,t29_kp31_x,0.00049904
365,t07_kp30_x,0.00049685
366,t25_kp19_x,0.00049518
367,t20_kp12_y,0.00049493
368,t02_kp31_y,0.00049424
369,t16_kp03_y,0.00049312
370,t23_kp15_y,0.00049303
371,t10_kp13_y,0.00048978
372,t20_kp25_x,0.00048963
373,t16_kp15_y,0.00048929
374,t24_kp07_y,0.00048689
375,t03_kp11_y,0.00048646
376,t28_kp25_y,0.00048510
377,t27_kp31_y,0.00048498
378,t17_kp31_y,0.00048301
379,t22_kp20_x,0.00048242
380,t23_kp32_y,0.00048164
381,t24_kp21_x,0.00048112
382,t29_kp21_y,0.00048099
383,t13_kp20_y,0.00047956
384,t21_kp19_y,0.00047934
385,t14_kp16_x,0.00047898
386,t23_kp09_y,0.00047814
387,t26_kp19_x,0.00047808
388,t22_kp25_x,0.00047671
389,t18_kp22_x,0.00047511
390,t04_kp31_y,0.00047051
391,t26_kp22_y,0.00046965
392,t03_kp20_x,0.00046883
393,t28_kp19_x,0.00046808
394,t00_kp05_y,0.00046802
395,t28_kp18_x,0.00046719
396,t26_kp12_y,0.00046478
397,t14_kp13_y,0.00046402
398,t19_kp23_y,0.00046229
399,t26_kp31_y,0.00046186
400,t28_kp23_x,0.00046123
401,t21_kp30_y,0.00046059
402,t24_kp05_y,0.00046017
403,t19_kp15_y,0.00045929
404,t09_kp11_y,0.00045927
405,t01_kp12_y,0.00045782
406,t19_kp31_x,0.00045731
407,t12_kp13_y,0.00045705
408,t23_kp07_y,0.00045607
409,t28_kp21_x,0.00045539
410,t23_kp25_x,0.00045446
411,t26_kp28_y,0.00045355
412,t29_kp25_y,0.00045351
413,t22_kp10_y,0.00045245
414,t29_kp22_x,0.00045168
415,t09_kp15_y,0.00044982
416,t20_kp07_y,0.00044900
417,t07_kp27_x,0.00044755
418,t26_kp18_x,0.00044455
419,t21_kp00_y,0.00044452
420,t18_kp23_y,0.00044340
421,t22_kp15_x,0.00044336
422,t00_kp06_y,0.00044275
423,t20_kp00_y,0.00043910
424,t00_kp22_x,0.00043557
425,t24_kp12_y,0.00043551
426,t19_kp00_y,0.00043224
427,t17_kp27_x,0.00043167
428,t20_kp26_y,0.00043143
429,t20_kp29_x,0.00043009
430,t17_kp29_y,0.00042883
431,t28_kp20_x,0.00042830
432,t27_kp25_x,0.00042713
433,t21_kp17_y,0.00042461
434,t26_kp21_x,0.00042366
435,t25_kp15_y,0.00042287
436,t22_kp28_y,0.00042273
437,t12_kp19_y,0.00042016
438,t29_kp27_x,0.00041956
439,t29_kp24_y,0.00041847
440,t13_kp19_y,0.00041659
441,t10_kp31_x,0.00041637
442,t25_kp08_y,0.00041608
443,t25_kp14_y,0.00041587
444,t13_kp27_x,0.00041548
445,t07_kp29_x,0.00041484
446,t09_kp20_y,0.00041407
447,t25_kp22_x,0.00041274
448,t24_kp20_x,0.00041261
449,t22_kp22_x,0.00041216
450,t20_kp24_y,0.00041102
451,t28_kp21_y,0.00041060
452,t24_kp01_y,0.00041006
453,t22_kp19_y,0.00040572
454,t15_kp27_x,0.00040418
455,t29_kp25_x,0.00040239
456,t27_kp25_y,0.00040211
457,t04_kp07_x,0.00040129
458,t22_kp19_x,0.00040036
459,t23_kp06_y,0.00039995
460,t28_kp15_y,0.00039795
461,t19_kp24_y,0.00039767
462,t18_kp15_y,0.00039614
463,t21_kp09_y,0.00039591
464,t18_kp31_x,0.00039590
465,t05_kp31_y,0.00039573
466,t22_kp22_y,0.00039547
467,t05_kp08_x,0.00039478
468,t28_kp31_y,0.00039453
469,t10_kp27_x,0.00039360
470,t19_kp12_y,0.00039350
471,t15_kp16_y,0.00039260
472,t25_kp20_x,0.00039247
473,t29_kp19_y,0.00039245
474,t29_kp09_y,0.00039169
475,t04_kp18_x,0.00039033
476,t17_kp17_x,0.00038986
477,t24_kp13_y,0.00038942
478,t27_kp16_x,0.00038909
479,t04_kp20_x,0.00038873
480,t29_kp29_x,0.00038771
481,t24_kp31_y,0.00038712
482,t22_kp05_y,0.00038611
483,t26_kp13_y,0.00038540
484,t18_kp18_y,0.00038420
485,t23_kp21_y,0.00038407
486,t21_kp01_y,0.00038400
487,t25_kp24_y,0.00038356
488,t06_kp17_y,0.00038223
489,t04_kp29_y,0.00038176
490,t20_kp27_x,0.00038043
491,t19_kp13_y,0.00038032
492,t17_kp16_y,0.00038011
493,t21_kp22_x,0.00037918
494,t11_kp17_y,0.00037883
495,t26_kp08_y,0.00037859
496,t29_kp00_y,0.00037797
497,t28_kp09_y,0.00037366
498,t09_kp19_y,0.00037240
499,t10_kp32_x,0.00036963
500,t23_kp15_x,0.00036803
501,t27_kp31_x,0.00036781
502,t25_kp12_y,0.00036771
503,t27_kp28_y,0.00036707
504,t27_kp22_y,0.00036690
505,t19_kp30_y,0.00036346
506,t00_kp01_y,0.00036313
507,t11_kp14_x,0.00036187
508,t12_kp14_x,0.00035948
509,t07_kp11_y,0.00035936
510,t19_kp03_y,0.00035897
511,t02_kp07_x,0.00035821
512,t16_kp04_y,0.00035756
513,t21_kp20_y,0.00035657
514,t20_kp04_y,0.00035610
515,t12_kp16_y,0.00035564
516,t18_kp31_y,0.00035506
517,t24_kp03_y,0.00035443
518,t24_kp06_y,0.00035382
519,t01_kp08_x,0.00035363
520,t05_kp30_x,0.00035355
521,t14_kp28_y,0.00035251
522,t19_kp18_x,0.00035243
523,t17_kp13_y,0.00035238
524,t11_kp22_y,0.00035005
525,t24_kp17_y,0.00035003
526,t27_kp17_y,0.00034963
527,t01_kp07_y,0.00034896
528,t27_kp01_y,0.00034833
529,t13_kp16_y,0.00034775
530,t16_kp27_y,0.00034671
531,t26_kp22_x,0.00034613
532,t21_kp23_y,0.00034335
533,t19_kp27_x,0.00034236
534,t06_kp31_y,0.00034127
535,t23_kp28_y,0.00034123
536,t26_kp10_y,0.00034103
537,t03_kp12_y,0.00034062
538,t21_kp25_x,0.00033861
539,t21_kp31_x,0.00033819
540,t11_kp32_x,0.00033768
541,t20_kp05_y,0.00033749
542,t09_kp13_y,0.00033674
543,t23_kp30_y,0.00033648
544,t16_kp02_y,0.00033434
545,t22_kp00_y,0.00033387
546,t19_kp31_y,0.00033301
547,t22_kp31_x,0.00033277
548,t06_kp27_x,0.00033191
549,t11_kp16_y,0.00033146
550,t06_kp12_y,0.00033132
551,t12_kp31_x,0.00033124
552,t11_kp31_x,0.00033052
553,t06_kp16_y,0.00032775
554,t28_kp05_y,0.00032765
555,t00_kp09_y,0.00032737
556,t19_kp07_y,0.00032726
557,t27_kp24_x,0.00032653
558,t08_kp27_x,0.00032577
559,t21_kp17_x,0.00032568
560,t04_kp15_y,0.00032528
561,t05_kp05_x,0.00032427
562,t13_kp32_y,0.00032352
563,t08_kp32_x,0.00032296
564,t22_kp24_x,0.00032248
565,t16_kp30_y,0.00032240
566,t20_kp15_x,0.00032230
567,t10_kp29_x,0.00032222
568,t21_kp05_y,0.00032160
569,t02_kp27_y,0.00032108
570,t00_kp07_y,0.00032050
571,t05_kp07_x,0.00032031
572,t00_kp31_y,0.00031910
573,t20_kp09_y,0.00031905
574,t04_kp27_x,0.00031902
575,t17_kp03_y,0.00031853
576,t25_kp25_y,0.00031792
577,t11_kp28_y,0.00031768
578,t16_kp05_y,0.00031726
579,t19_kp19_y,0.00031708
580,t06_kp11_y,0.00031689
581,t16_kp18_y,0.00031633
582,t26_kp24_y,0.00031599
583,t10_kp14_x,0.00031590
584,t27_kp19_y,0.00031558
585,t16_kp13_y,0.00031530
