accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos
0.8081395348837209,0.6139705882352942,0.3646288209606987,0.4575342465753425,0.6551394334564162,1501,105,291,167,1,56,14
0.8829528897523069,0.7098646034816247,0.8013100436681223,0.7528205128205128,0.9127933142222792,1451,150,91,367,2,56,14
0.8180058083252663,0.7282608695652174,0.29130434782608694,0.4161490683229814,0.7643882993123612,1556,50,326,134,3,56,14
0.8676042677012609,0.8426966292134831,0.4934210526315789,0.6224066390041494,0.9197096687859124,1564,42,231,225,4,56,14
0.8756626506024097,0.7505827505827506,0.6807610993657506,0.7139689578713969,0.9197851258865107,1495,107,151,322,5,56,14
