epoch,train_loss,val_f1
1,0.3613361628413889,0.8181818181818182
2,0.10683916194762798,0.8181818181818182
3,0.11236033446526941,0.7
4,0.17965400218963623,0.8181818181818182
5,0.10594556424659111,0.782608695652174
6,0.11357896233760116,0.8181818181818182
7,0.06396881110880072,0.8181818181818182
8,0.05662541755480487,0.75
9,0.04540880330208409,0.75
10,0.05303142844521672,0.8181818181818182
11,0.01671128371202877,0.8571428571428571
12,0.0563151243148167,0.9
13,0.021029522987028766,0.8571428571428571
14,0.02417010319354605,0.9
15,0.06936465854611183,0.9
16,0.020521846438375856,0.9
17,0.01759428923109794,1.0
18,0.04509125675903795,0.9
19,0.011492585206156694,0.8571428571428571
20,0.035235018528610294,0.8571428571428571
21,0.03801447278322017,0.8571428571428571
22,0.0032930733540382728,0.9
23,0.027458075584703787,1.0
24,0.005588179486507625,0.9
25,0.017373556970023803,0.9
26,0.003992097260668669,0.9473684210526315
27,0.0035532396650103304,0.9473684210526315
28,0.002887562031028631,0.9473684210526315
29,0.004454032625216382,0.9473684210526315
