epoch,train_loss,val_f1
1,0.3650413017741517,0.6060606060606061
2,0.0706258141893269,0.8333333333333334
3,0.06837601218953987,0.8
4,0.05638307226267293,0.8695652173913043
5,0.02566526998157446,0.8695652173913043
6,0.03478957693270176,0.8333333333333334
7,0.024941660074861666,0.8333333333333334
8,0.02032127184120432,0.8333333333333334
9,0.014132325607486543,0.8695652173913043
10,0.033417768581606166,0.8333333333333334
11,0.027833000110796077,0.8333333333333334
12,0.015462830703751875,0.9090909090909091
13,0.020041640876015822,0.9090909090909091
14,0.01686016633309898,0.8695652173913043
15,0.02470466544356391,0.9090909090909091
16,0.013801664235418584,0.8571428571428571
17,0.02749417496569565,0.8695652173913043
18,0.029526905323556393,0.8695652173913043
19,0.0158773184533557,0.8571428571428571
20,0.0907632750189847,0.9090909090909091
21,0.0071647155227817895,0.8695652173913043
22,0.03068353500246808,0.8695652173913043
23,0.012463312451184377,0.9090909090909091
24,0.006391132772627988,0.8571428571428571
25,0.11974639778504569,0.8333333333333334
26,0.029294011092911652,0.8333333333333334
27,0.0086691759334081,0.9090909090909091
28,0.0093733679881384,0.8571428571428571
29,0.00671595614941823,0.8571428571428571
30,0.00297703847208419,0.8571428571428571
31,0.009693933247141732,0.9090909090909091
32,0.01156849089223956,0.8695652173913043
33,0.009107848983945335,0.9090909090909091
34,0.007169281557938349,0.9090909090909091
35,0.0035465221804623207,0.9090909090909091
36,0.0018073148808136698,0.8571428571428571
37,0.0015697494869378206,0.8571428571428571
38,0.01279882063491415,0.8571428571428571
39,0.01878149774614614,0.8695652173913043
40,0.01253556358934827,0.8695652173913043
41,0.014735895446555507,0.9090909090909091
42,0.01344169998298634,0.9090909090909091
43,0.004747590309175841,0.8571428571428571
44,0.0033950008145086684,0.8571428571428571
45,0.004055708586484782,0.8571428571428571
46,0.0014344827805540116,0.9090909090909091
47,0.0024396570384211595,0.9090909090909091
48,0.004217291574962531,0.9090909090909091
49,0.002290613470725901,0.9090909090909091
50,0.00012749369055836197,0.9090909090909091
51,0.00042101766817010056,0.9090909090909091
52,0.0020695454643518095,0.9090909090909091
53,0.0029123920710192796,0.9090909090909091
54,0.0010002742014797417,0.9090909090909091
55,0.002407131680439501,0.9090909090909091
56,0.00019159538582943047,0.9090909090909091
57,0.000114710809627778,0.9090909090909091
58,0.0004619283019508218,0.9090909090909091
59,0.0004523142812822174,0.9090909090909091
60,0.0008656226979937698,0.9090909090909091
61,0.0006474931018045689,0.9090909090909091
62,0.00021598873692941503,0.9090909090909091
63,0.0005343155055141986,0.9090909090909091
64,0.0024776153148752854,0.9090909090909091
65,0.00017516928347646236,0.8695652173913043
66,0.018504617203399975,0.8695652173913043
67,0.008904518087352814,0.9090909090909091
68,0.0011272453781737864,0.8571428571428571
69,0.0004042514653251785,0.8571428571428571
