epoch,train_loss,val_f1
1,0.12862802055615236,0.7910447761194029
2,0.04771273698965783,0.8050632911392405
3,0.043086810521577125,0.7890818858560794
4,0.020240105568486936,0.839572192513369
5,0.03192869450069513,0.8112244897959183
6,0.042751048359287815,0.8123393316195373
7,0.026934901949903535,0.8186528497409327
8,0.010808772596239033,0.8432432432432433
9,0.012917352708993681,0.8324607329842932
10,0.00999580092955962,0.8440860215053764
11,0.037422527150955856,0.8571428571428571
12,0.03028978491348415,0.8390501319261213
13,0.01866029638011993,0.8071065989847716
14,0.00905876569223267,0.8373333333333334
15,0.022064151040436433,0.8449197860962567
16,0.021300107106282003,0.8302872062663186
17,0.009850652233927396,0.8306878306878307
18,0.009836564039572691,0.828125
19,0.016241060333633903,0.8112244897959183
20,0.01083459453318228,0.8449197860962567
21,0.005530101058763216,0.8418230563002681
22,0.08052205338798826,0.8381962864721485
23,0.02905956763230298,0.8174807197943444
