epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.6111295581553023,0.5278120040893555,0.8160919540229885,0.38095238095238093,0.7272727272727273,0.5,0.8971291866028708,63,13,3,8,0.001
2,0.22374773206393841,0.9856266379356384,0.9540229885057471,0.8888888888888888,0.7272727272727273,0.8,0.9461722488038278,75,1,3,8,0.001
3,0.12839973842822058,0.9858165979385376,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9246411483253589,76,0,2,9,0.001
4,0.07312057955416641,0.9947640895843506,0.9885057471264368,1.0,0.9090909090909091,0.9523809523809523,0.985645933014354,76,0,1,10,0.001
5,0.03654397347931228,0.9651675224304199,0.9885057471264368,1.0,0.9090909090909091,0.9523809523809523,0.9677033492822966,76,0,1,10,0.001
6,0.019479387870456787,0.6931515336036682,0.9885057471264368,1.0,0.9090909090909091,0.9523809523809523,0.9521531100478469,76,0,1,10,0.001
7,0.020050195329068928,0.9987838864326477,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9521531100478469,76,0,2,9,0.001
8,0.009301153155961585,0.17034348845481873,0.9885057471264368,1.0,0.9090909090909091,0.9523809523809523,0.9473684210526315,76,0,1,10,0.001
9,0.011449280234640518,0.810306191444397,0.9770114942528736,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9354066985645932,75,1,1,10,0.0005
10,0.00320541278346081,0.9204593300819397,0.9770114942528736,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9366028708133971,75,1,1,10,0.0005
11,0.001958713654800173,0.9983395338058472,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9461722488038277,76,0,2,9,0.0005
12,0.0014485175663476132,0.9977633953094482,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9557416267942584,76,0,2,9,0.0005
13,0.0010236600357393137,0.9986176490783691,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9593301435406698,76,0,2,9,0.0005
14,0.0010428230555437376,0.99921715259552,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9605263157894737,76,0,2,9,0.00025
15,0.0008794737278586092,0.9994022846221924,0.9770114942528736,1.0,0.8181818181818182,0.9,0.958133971291866,76,0,2,9,0.00025
16,0.000696086341910861,0.9994663596153259,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9557416267942584,76,0,2,9,0.00025
17,0.0008042553531253613,0.9995135068893433,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9593301435406698,76,0,2,9,0.00025
18,0.0006749570151694076,0.9995519518852234,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9593301435406698,76,0,2,9,0.00025
19,0.0006886670183231569,0.9995861649513245,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9617224880382774,76,0,2,9,0.000125
20,0.0006316020812925404,0.9995986819267273,0.9770114942528736,1.0,0.8181818181818182,0.9,0.9617224880382774,76,0,2,9,0.000125
