epoch,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_tn,val_fp,val_fn,val_tp,learning_rate
1,0.40763383680495663,0.7158282995223999,0.9770114942528736,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9415954415954416,77,1,1,8,0.001
2,0.2235563063967055,0.9341575503349304,0.9770114942528736,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9843304843304843,77,1,1,8,0.001
3,0.11908788741498753,0.87796950340271,0.9885057471264368,1.0,0.8888888888888888,0.9411764705882353,0.9985754985754987,78,0,1,8,0.001
4,0.08296193815227867,0.922420084476471,0.9885057471264368,0.9,1.0,0.9473684210526315,0.9971509971509972,77,1,0,9,0.001
5,0.06967335818470388,0.9739312529563904,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.001
6,0.041683687705654594,0.9967926144599915,0.9885057471264368,0.9,1.0,0.9473684210526315,0.9928774928774929,77,1,0,9,0.001
7,0.024327747214693524,0.9956373572349548,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.001
8,0.012415436462269745,0.9965330362319946,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.001
9,0.002164898500642807,0.9993152618408203,0.9885057471264368,1.0,0.8888888888888888,0.9411764705882353,0.9985754985754987,78,0,1,8,0.001
10,0.0027108775762220223,0.9995079040527344,0.9885057471264368,1.0,0.8888888888888888,0.9411764705882353,0.9985754985754987,78,0,1,8,0.0005
11,0.0010334068767564452,0.9995724558830261,0.9885057471264368,1.0,0.8888888888888888,0.9411764705882353,0.9985754985754987,78,0,1,8,0.0005
12,0.0010769297416065482,0.9996227025985718,0.9885057471264368,1.0,0.8888888888888888,0.9411764705882353,0.9985754985754987,78,0,1,8,0.0005
13,0.0010817568735691948,0.9694180488586426,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.0005
14,0.0006571917912747333,0.9724130630493164,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.0005
15,0.0007308401400223374,0.9761082530021667,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.00025
16,0.0005573445735364288,0.9772276282310486,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.00025
17,0.0006455985552536837,0.9776045083999634,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.00025
18,0.0006680372036129668,0.977904200553894,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.00025
19,0.0006865836759232848,0.9785398244857788,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.00025
20,0.0005111918604149874,0.9788712859153748,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.000125
21,0.0005682458019599427,0.9791089296340942,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.000125
22,0.0005559080330978918,0.9793775677680969,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.000125
23,0.0006050201721718886,0.9798540472984314,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.000125
24,0.0004629047877708639,0.9802990555763245,1.0,1.0,1.0,1.0,1.0,78,0,0,9,0.000125
25,0.0005350011377257929,0.9806715846061707,1.0,1.0,1.0,1.0,1.0,78,0,0,9,6.25e-05
26,0.0005370928864568418,0.9807978272438049,1.0,1.0,1.0,1.0,1.0,78,0,0,9,6.25e-05
27,0.0004572361762520682,0.9809139370918274,1.0,1.0,1.0,1.0,1.0,78,0,0,9,6.25e-05
28,0.0005384006688499526,0.9810820817947388,1.0,1.0,1.0,1.0,1.0,78,0,0,9,6.25e-05
29,0.0005335341786385339,0.9811088442802429,1.0,1.0,1.0,1.0,1.0,78,0,0,9,6.25e-05
30,0.0005255059313798404,0.9811970591545105,1.0,1.0,1.0,1.0,1.0,78,0,0,9,3.125e-05
31,0.0005373134308130197,0.9812735319137573,1.0,1.0,1.0,1.0,1.0,78,0,0,9,3.125e-05
32,0.0005061414425153339,0.98130863904953,1.0,1.0,1.0,1.0,1.0,78,0,0,9,3.125e-05
33,0.0005210935370996595,0.9813494086265564,1.0,1.0,1.0,1.0,1.0,78,0,0,9,3.125e-05
34,0.0005880421747966413,0.9814168810844421,1.0,1.0,1.0,1.0,1.0,78,0,0,9,3.125e-05
35,0.000497166202083041,0.9814648032188416,1.0,1.0,1.0,1.0,1.0,78,0,0,9,1.5625e-05
36,0.0004974535615790797,0.9814767241477966,1.0,1.0,1.0,1.0,1.0,78,0,0,9,1.5625e-05
37,0.0005248628420066898,0.9814792275428772,1.0,1.0,1.0,1.0,1.0,78,0,0,9,1.5625e-05
38,0.0005260756963094616,0.9814729690551758,1.0,1.0,1.0,1.0,1.0,78,0,0,9,1.5625e-05
39,0.0004884613145554465,0.9814669489860535,1.0,1.0,1.0,1.0,1.0,78,0,0,9,1.5625e-05
