accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows
0.9579533941236069,0.8657718120805369,0.671875,0.7565982404692082,0.9778280490086045,1762,20,63,129,1,56,14,7892,1974
0.9913793103448276,0.927536231884058,0.9896907216494846,0.9576059850374065,0.9991331624784016,1763,15,2,192,2,56,14,7894,1972
0.8212830957230143,0.31976744186046513,1.0,0.4845814977973568,0.9817743864436471,1448,351,0,165,3,56,14,7902,1964
0.9914357682619648,0.9025974025974026,0.9858156028368794,0.9423728813559322,0.9983000261534437,1829,15,2,139,4,56,14,7881,1985
0.9685438863521055,0.7876447876447876,0.966824644549763,0.8680851063829788,0.9971537052994399,1705,55,7,204,5,56,14,7895,1971
