fold,best_epoch,val_f1,train_seconds,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
1,28,0.8169440242057489,26.819548959145322,0.7897378694924707,0.5398773006134969,0.6346153846153846,0.5834254143646409,0.7916701580917267,1152,225,152,264
2,16,0.7514910536779325,18.37124040303752,0.7195325542570952,0.43156199677938806,0.639618138424821,0.5153846153846153,0.7783287321045687,1025,353,151,268
3,21,0.8320802005012531,23.476944260066375,0.8061674008810573,0.7228260869565217,0.3064516129032258,0.43042071197411,0.7151560217943673,1331,51,301,133
4,13,0.6482213438735178,13.868093753932044,0.845983379501385,0.6942148760330579,0.6014319809069213,0.6445012787723785,0.8650552576566896,1275,111,167,252
5,10,0.7921195652173914,12.046938776038587,0.7132435465768799,0.42857142857142855,0.6762589928057554,0.5246511627906977,0.7301578517405856,989,376,135,282
