epoch,train_loss
1,0.32907984330794626
2,0.15286544303287064
3,0.11747124876874629
4,0.0923546848123921
5,0.06543941305263828
6,0.06725458203586623
7,0.05397014318240093
8,0.04868761791519949
9,0.03698615962988891
10,0.031247291336040022
11,0.023528023593421776
12,0.03400955344651261
13,0.04226091790379021
14,0.027884317601199006
15,0.030332917845049556
16,0.02192617474168357
17,0.022623597708527617
18,0.030432752416929384
19,0.025098370502559492
20,0.020403161564434964
21,0.028963304073133068
22,0.02546621905044425
23,0.02630817087781587
24,0.02458145663094577
25,0.02120574345632822
26,0.015588242818951905
27,0.013765500028958837
28,0.01469954646157806
29,0.012430310622323562
30,0.019450228480884124
