accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos
0.9373961218836565,0.5767441860465117,0.8493150684931506,0.6869806094182825,0.9536670052102686,1568,91,22,124,1,56,14
0.9340044742729307,0.71875,0.43125,0.5390625,0.9044648341523341,1601,27,91,69,2,56,14
0.9866295264623955,0.9659090909090909,0.9042553191489362,0.9340659340659341,0.9972891207350818,1601,6,18,170,3,56,14
0.9245495495495496,0.6145251396648045,0.6285714285714286,0.6214689265536724,0.889590434549835,1532,69,65,110,4,56,14
0.9399666481378544,0.7849462365591398,0.6822429906542056,0.73,0.9095610130015626,1545,40,68,146,5,56,14
