epoch,train_loss
1,0.13492153059731785
2,0.040556803499729684
3,0.027330874419282183
4,0.02285882363527322
5,0.021295062272925762
6,0.016415158679620883
7,0.010848144164090518
8,0.01857299691461158
9,0.01719566236432776
10,0.017205664383200134
11,0.011400568224963287
12,0.011290897830714974
13,0.012909445852096475
14,0.011864321193933387
15,0.008028519756981862
16,0.008391542780569817
17,0.007097730059637271
18,0.0126976550526599
19,0.009989965834550488
20,0.005778428874899469
21,0.009159269091523342
22,0.011921771014310013
23,0.009023879029367564
24,0.010469704794662138
25,0.007879443358575036
26,0.0077208618314567375
27,0.006690631537120784
28,0.0067465014661526705
29,0.004764113022629525
30,0.004518546681740816
