epoch,train_loss,val_f1
1,0.24098561314872727,0.7951807228915663
2,0.10905106824674687,0.8014981273408239
3,0.07634057172589996,0.7
4,0.06275497734143717,0.7686567164179104
5,0.051442432577140124,0.7266187050359713
6,0.04633082169861836,0.7133333333333334
7,0.05179173224251899,0.78125
8,0.057101181702177026,0.7372262773722628
9,0.039036234989594416,0.7132867132867133
10,0.04070957814995312,0.7746478873239436
11,0.033051844242321576,0.8
12,0.030437465862064784,0.8333333333333334
13,0.032284695579636306,0.8031496062992126
14,0.01589001521718711,0.7640449438202247
15,0.024522833988092217,0.7426470588235294
16,0.034593461433396165,0.7474747474747475
17,0.020685886538899564,0.7794117647058824
18,0.042700582469315816,0.8192771084337349
19,0.017943602639123247,0.8045112781954887
20,0.020926960747838175,0.7375886524822695
21,0.033070828946657686,0.7605633802816901
22,0.024412462706279676,0.7794117647058824
23,0.05023736758233486,0.7114093959731543
24,0.03273008734925427,0.7649122807017544
