epoch,train_loss,val_f1
1,0.2527528952707276,0.531328320802005
2,0.12562861521794838,0.654320987654321
3,0.08291340868197347,0.6091954022988506
4,0.06628724237244144,0.609271523178808
5,0.054087549372106136,0.5981308411214953
6,0.06486742699000425,0.6254295532646048
7,0.05112797348818134,0.5971830985915493
8,0.04291048915476095,0.6127167630057804
9,0.030482741028981335,0.6139240506329114
10,0.01973064185857503,0.6360655737704918
11,0.01162155953361463,0.6006389776357828
12,0.03119638427661862,0.6138613861386139
13,0.02648073650094658,0.6503067484662577
14,0.012913151141690777,0.6323024054982818
