accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,fold,train_videos,test_videos,train_windows,test_windows
0.9660587639311043,0.9770992366412213,0.6666666666666666,0.7925696594427245,0.9937044051627385,1779,3,64,128,1,56,14,7892,1974
0.9898580121703854,1.0,0.8969072164948454,0.9456521739130435,0.9994549650365869,1778,0,20,174,2,56,14,7894,1972
0.984725050916497,0.8609625668449198,0.9757575757575757,0.9147727272727273,0.9969107416578232,1773,26,4,161,3,56,14,7902,1964
0.9944584382871536,0.9452054794520548,0.9787234042553191,0.9616724738675958,0.9996807741419361,1836,8,3,138,4,56,14,7881,1985
0.9863013698630136,0.9893617021276596,0.8815165876777251,0.9323308270676691,0.9994937526928048,1758,2,25,186,5,56,14,7895,1971
