epoch,train_loss,val_f1
1,0.31689883434042637,0.5741935483870968
2,0.2177854800305399,0.4674698795180723
3,0.15097913325441126,0.4810126582278481
4,0.09784833144168464,0.4986449864498645
5,0.07308573832317275,0.46903820816864294
6,0.060127117662202745,0.5362318840579711
7,0.0584746815720383,0.5013262599469496
8,0.053211240657941014,0.5225718194254446
9,0.042386720661504736,0.545968882602546
10,0.016340518664239214,0.5547652916073968
11,0.05201476507243656,0.5307262569832403
12,0.04548750153812421,0.5588652482269504
13,0.022310177879217935,0.5175202156334232
